@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'i wear glasses and it fits fine with them\r\n',one
'i give wirefly 1 stari will contact cingular/at&t; and inform them of this practice\r\n',zero
'greatno problems at all\r\n',one
'it\'s aggravating\r\n',zero
'this frog phone charm is adorable and very eye catching\r\n',one
'none of it worksjust don\'t buy it\r\n',zero
'the sound is clear and the people i talk to on it are amazed at the quality too\r\n',one
'muddylow quality soundand the casing around the wire\'s insert was poorly super glued and slid off\r\n',zero
'i got the aluminum case for my new palm vx and it worked really well--it has protected my handheld perfectly so far\r\n',one
'please dont waste your money\r\n',zero
'very good productwell made\r\n',one
'if you are looking for a good quality motorola headset keep lookingthis isn\'t it\r\n',zero
'i love this thing\r\n',one
'disappointed with battery\r\n',zero
'mobile phone tools are a must have\r\n',one
'yet plantronincs continues to use the same flawed charger design\r\n',zero
'i am very impressed with the job that motorola did on the sturdiness of this phone\r\n',one
'disapointing results\r\n',zero
'i received my orders well within the shipping timeframeeverything was in good working order and overalli am very excited to have this source\r\n',one
'cumbersome design\r\n',zero
'the phone is sturdy and waterproof\r\n',one
'it\'s a piece of crap\r\n',zero
'thanks again to amazon for having the things i need for a good price\r\n',one
'my experience was terrible this was my fourth bluetooth headsetand while it was much more comfortable than my last jabra which i hated\r\n',zero
'i ended up sliding it on the edge of my pants or back pockets instead\r\n',one
'worst ever\r\n',zero
'i had to go to a store and bought a new nokia phone which is working great\r\n',one
'i can barely ever hear on it and am constantly saying \"what?\"\r\n',zero
'works great\r\n',one
'the battery life is highly unacceptable\r\n',zero
'the noise shield is incrediable\r\n',one
'that company is a joke\r\n',zero
'razr battery - good buy\r\n',one
'due to this happening on every call i was forced to stop using this headset\r\n',zero
'everything about it is fine and reasonable for the price ie\r\n',one
'not loud enough and doesn\'t turn on like it should\r\n',zero
'keep up the good work amazon\r\n',one
'verizon tech support walked my through a few proceduresnone of which worked and i ended up having to do a hard re-setwiping out all my data\r\n',zero
'great case and price\r\n',one
'voice qualitysignal strengthdropped calls\r\n',zero
'bluetooth range is good - a few days ago i left my phone in the trunkgot a calland carried the conversation without a hitch\r\n',one
'it feels poorly constructedthe menus are difficult to navigateand the buttons are so recessed that it is difficult to push them\r\n',zero
'smallsleekimpressive lookingpractical setup with ample storage in place\r\n',one
'also difficult to put oni\'d recommend avoiding this product\r\n',zero
'the eargels channel the sound directly into your ear and seem to increase the sound volume and clarity\r\n',one
'i only used it two daysand it wasn\'t always easy to hear with\r\n',zero
'i am glad i purchased it\r\n',one
'i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking\r\n',zero
'no shiftingno bubblingno peelingnot even a scratchnothingi couldn\'t be more happier with my new one for the droid\r\n',one
'sprint - terrible customer service\r\n',zero
'i own a jabra earset and was very happy with itbut the sound qualityespecially outgoingon this is better\r\n',one
'what possesed me to get this junki have no idea\r\n',zero
'i love the camerait\'s really pretty good quality\r\n',one
'piece of trash\r\n',zero
'thank you for such great service\r\n',one
'the real killer is the volumeand of course it breaking\r\n',zero
'i even dropped this phone into a stream and it was submerged for 15 seconds and it still works great\r\n',one
'very disappointed\r\n',zero
'its a total package\r\n',one
'poor construction\r\n',zero
'the seller is very understanding and patienti would definitely buy from them again\r\n',one
'this is infuriating\r\n',zero
'great product for the price\r\n',one
'sprint charges for this service\r\n',zero
'i have purchased these for both family and friendsand all enjoy their clarity and ease of use\r\n',one
'it is cheapand it feel and look just as cheap\r\n',zero
'virgin wireless rocks and so does this cheap little phone\r\n',one
'it doesn\'t work in europe or asia\r\n',zero
'all in alli\'m quite satisfied with this purchase\r\n',one
'the worst phone from samsungcrap this crappy samsung e715 is the worst i have ever seeen\r\n',zero
'great it was new packaged nice works goodno problems and it came in less time then i expected\r\n',one
'the charger worked for about a week and then completely stopped charging my phone\r\n',zero
'great product\r\n',one
'poor product\r\n',zero
'this fixes all the problems\r\n',one
'however i needed some better instructions\r\n',zero
'i am very happy\r\n',one
'you need two hands to operate the screenthis software interface is decade old and cannot compete with new software designs\r\n',zero
'the mic is great\r\n',one
'i have to jiggle the plug to get it to line up right to get decent volume\r\n',zero
'i have been very happy with the 510 and have had no complaints from any one regarding my sound quality on their end\r\n',one
'the buttons for on and off are bad\r\n',zero
'i\'ve had no trouble accessing the internetdownloading ringtones or performing any of the functions\r\n',one
'steer clear of this product and go with the genuine palm replacementr penswhich come in a three-pack\r\n',zero
'it does everything the description said it would\r\n',one
'do not buy do not buyit sucks\r\n',zero
'it works great with a car chargerespecially if you cannot plug in two adapters at the same time\r\n',one
'plusi seriously do not believe it is worth its steep price point\r\n',zero
'it plays louder than any other speaker of this size; the price is so low that most would think the quality is lackinghoweverit\'s not\r\n',one
'very dissapointing performance\r\n',zero
'better than expected\r\n',one
'don\'t make the same mistake that i did and please don\'t buy this phone\r\n',zero
'battery is holding up well\r\n',one
'this phone might well be the worst i\'ve ever had in any brand\r\n',zero
'linked to my phone without effort\r\n',one
'case was more or less an extra that i originally put on but later discarded because it scratched my ear\r\n',zero
'they are so cool\r\n',one
'don\'t bother - go to the store\r\n',zero
'easy to use\r\n',one
'you get what you pay for i guess\r\n',zero
'better than new\r\n',one
'howeverbt headsets are currently not good for real time games like first-person shooters since the audio delay messes me up\r\n',zero
'i really recommend this faceplates since it looks very niceelegant and cool\r\n',one
'essentially you can forget microsoft\'s tech support\r\n',zero
'a pretty good product\r\n',one
'disappointing accessory from a good manufacturer\r\n',zero
'this is a great phone\r\n',one
'performed awful -- muffledtinny incoming sound and severe echo for those on the other end of the call\r\n',zero
'for the price on amazonit is an excellent productwhich i would highly recommend\r\n',one
'obviously they have a terrible customer serviceso you get what you pay for\r\n',zero
'their research and development division obviously knows what they\'re doing\r\n',one
'i contacted the company and they told me thatalthough the unit was still under warrantyif i couldn\'t produce my receipt i was out of luck\r\n',zero
'those phones are working just fine now\r\n',one
'linksys should have some way to exchange a bad phone for a refurb unit or something\r\n',zero
'i am more than happy with this product\r\n',one
'when i placed my treo into the casenot only was it not snugbut there was a lot of extra room on the sides\r\n',zero
'overalli would recommend this phone over the new walkman\r\n',one
'battery is terrible\r\n',zero
'it fits my ear well and is comfortable on\r\n',one
'the earpiece on this is too large or too heavyit keeps falling out of my ear\r\n',zero
'clipping this to your belt will deffinitely make you feel like 50 cent\'s up-and-coming\r\n',one
'utter crap sound quality is terrible\r\n',zero
'i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear\r\n',one
'the charger arrived within the promised timeframebut it did not work\r\n',zero
'these headphones were a great find - and i think they are perhaps the best purchase i\'ve made in the last several years - seriously\r\n',one
'buy a different phone - but not this\r\n',zero
'i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price\r\n',one
'finallyafter three or four times the spring of the latch broke and i could not use it any longer on the visor\r\n',zero
'worked very well paired with a treo 700w and as a skype headset on my pc using a usb bluetooth transceiver\r\n',one
'talk about useless customer service\r\n',zero
'this is a great product sure beats using your fingers\r\n',one
'it felt too light and \"tinny\"\r\n',zero
'all the other cases i\'ve tried normally fall apart after a few months but this one seems to be in for the long haul\r\n',one
'this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in\r\n',zero
'i recommend igo to anyone with different brand cell phones/mp3 players in the family\r\n',one
'i could not recommend these more\r\n',zero
'i posted more detailed comments under the grey or black phonebut i have the fire red and it\'s a great color\r\n',one
'looks good in the picturebut this case was a huge disappointment\r\n',zero
'i did not have any problem with this item and would order it again if needed\r\n',one
'its extremely slow and takes forever to do anything with it\r\n',zero
'not only did the software do a great job of thisi could also make my own ringtones form my existing cds without an internet connection\r\n',one
'a must study for anyone interested in the \"worst sins\" of industrial design\r\n',zero
'im surprised this is a good quality car charger and there\'s not much reviews about it\r\n',one
'the first thing that happened was that the tracking was off\r\n',zero
'these are fabulous\r\n',one
'then i had to continue pairing it periodically since it somehow kept dropping\r\n',zero
'it feels more comfortable than most headsets because i wear glasses and that gets in the way sometimes\r\n',one
'you have to hold the phone at a particular angle for the other party to hear you clearly\r\n',zero
'i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent\r\n',one
'can\'t upload ringtones from a third party\r\n',zero
'very wind-resistant\r\n',one
'bluetooth does not workphone locks upscreens just flash up and now it just makes calls randomly while in my pocket locked\r\n',zero
'they do not last foreverbut is not overly expensive to replaceeasy to operate and the sound is much better than others i have tried\r\n',one
'truly awful\r\n',zero
'phone is sturdy as all nokia bar phones are\r\n',one
'and none of the tones is acceptable\r\n',zero
'great phone\r\n',one
'camera color balance is awful\r\n',zero
'i\'m pleased\r\n',one
'this product is clearly not ready for prime timei don\'t care how cool it looksif you can\'t tell a call is coming in it\'s worthless\r\n',zero
'i found the product to be easy to set up and use\r\n',one
'chinese forgeries abound\r\n',zero
'no ear loop neededit\'s tiny and the sound is great\r\n',one
'the instructions didn\'t explain that a microphone jack could be used\r\n',zero
'the handsfree part works finebut then the car tries to download the address bookand the treo rebootsoveralli still rate this device high\r\n',one
'i would advise to not purchase this item it never worked very well\r\n',zero
'i\'m happy about this purchase- good quality and low price\r\n',one
'too bad you have to pay up to $$$ a month for the service\r\n',zero
'great for ipods too\r\n',one
'the one big drawback of the mp3 player is that the buttons on the phone\'s front cover that let you pause and skip songs lock out after a few seconds\r\n',zero
'i love the look and feel of samsung flipphones\r\n',one
'the nokia ca-42 usb cable did not work with my phone\r\n',zero
'its well-designed and very sharp -- the blue is a very nice color\r\n',one
'the biggest complaint i have isthe battery drains superfast\r\n',zero
'does everything it should and more\r\n',one
'the design might be ergonomic in theory but i could not stand having these in my ear\r\n',zero
'nice sound\r\n',one
'do not buy if you want to use the holster\r\n',zero
'much less than the jawbone i was going to replace it with\r\n',one
'it doesn\'t make you look cool\r\n',zero
'setup went very smoothly\r\n',one
'alsothe phone doesn\'t seem to accept anything except cbr mp3spreferably ripped by windows media player\r\n',zero
'it is well madeeasy to access the phone and has a handydetachable belt clip\r\n',one
'so just beware\r\n',zero
'it works fine on my motorola 325 cellphoneand a lot better than the worn-out battery did\r\n',one
'so anyone near you will hear part of your conversation\r\n',zero
'the volume for the ringer is real good you have choices how loud\r\n',one
'i bought this phone as a replacement for my startac and have regretted it since\r\n',zero
'i love the ringtones because they are so upbeat\r\n',one
'can\'t store anything but phone numbers to sim\r\n',zero
'this device is great in several situations1\r\n',one
'a week later after i activated itit suddenly died\r\n',zero
'easy to pair with my samsung cell\r\n',one
'it lasts less than 3o minutesif i actually try to use the phonemy wife has the same phone with the same problem\r\n',zero
'works well\r\n',one
'poor quality\r\n',zero
'clear crisp sound\r\n',one
'not worth it\r\n',zero
'i have to use the smallest earpieces providedbut it stays on pretty well\r\n',one
'the phone crashed completely and now i have to get it replaced\r\n',zero
'the phone can also take great pictures and even video clips\r\n',one
'unfortunately it will not recharge my iphone 4sdespite connecting it from multiple power sources imacexternal batterywall outletetc\r\n',zero
'because both ears are occupiedbackground is not distracting at all\r\n',one
'if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre\r\n',zero
'comfortable fit - you need your headset to be comfortable for at least an hour at a timeif not for an entire day\r\n',one
'think it over when you plan to own this onethis sure is the last moto phone for me\r\n',zero
'you can\'t beat the price on these\r\n',one
'after receiving and using the product for just 2 days it broke\r\n',zero
'* comes with a strong light that you can use to light up your camera shotsand even flash sos signals seriously\r\n',one
'none of the three sizes they sent with the headset would stay in my ears\r\n',zero
'lightweight and works well\r\n',one
'we have tried 2 units and they both failed within 2 months pros\r\n',zero
'great choice\r\n',one
'mic doesn\'t work\r\n',zero
'i love this cable - it allows me to connect any mini-usb device to my pc\r\n',one
'couldn\'t use the unit with sunglassesnot good in texas\r\n',zero
'this is cool because most cases are just open there allowing the screen to get all scratched up\r\n',one
'it dit not work most of the time with my nokia 5320\r\n',zero
'appears to actually outperform the original battery from china that came with my v325i\r\n',one
'bought mainly for the chargerwhich broke soon after purchasing\r\n',zero
'jabra ear gels \"r\" the best\r\n',one
'if you like a loud buzzing to override all your conversationsthen this phone is for you\r\n',zero
'it quit working after i\'d used it for about 18 monthsso i just purchased another one because this is the best headset i\'ve ever owned\r\n',one
'stay away from this storebe careful\r\n',zero
'it was a great phone\r\n',one
'does not fit\r\n',zero
'good valueworks fine - power via usbcaror wall outlet\r\n',one
'disappointing\r\n',zero
'my phone doesn\'t slide around my car now and the grip prevents my phone from slipping out of my hand\r\n',one
'the camera on the phone may be used as a dustpan when indoors i\'d rather be using a disposable then this\r\n',zero
'this is simply the best bluetooth headset for sound quality\r\n',one
'then a few days later the a puff of smoke came out of the phone while in use\r\n',zero
'in the span of an houri had two people exclaim \"whoa - is that the new phone on tv??\r\n',one
'the nano stated itmy son was dissapointed\r\n',zero
'nice docking station for home or work\r\n',one
'even in my bmw 3 series which is fairly quieti have trouble hearing what the other person is saying\r\n',zero
'i have always used corded headsets and the freedom from the wireless is very helpful\r\n',one
'would not reccommend\r\n',zero
'this case has passed the one year mark and while it shows signs of wearit is 100\% functional\r\n',one
'this particular model would not work with my motorola q smartphone\r\n',zero
'other than thatthe leather is nice and soft; the fit is very tight; the cut out for the face is a good shape\r\n',one
'wont work right or atleast for me\r\n',zero
'it has everything i need and i couldn\'t ask for more\r\n',one
'in addition it feels &amp; looks as if the phone is all lightweight cheap plastic\r\n',zero
'this product is great it makes working a lot easier i can go to the copier while waiting on hold for something\r\n',one
'but now that it is \"out of warranty\" the same problems reoccurebottom line put your money somewhere else cingular will not support it\r\n',zero
't-mobile has the best customer service anywhere\r\n',one
'i really wanted the plantronics 510 to be the right onebut it has too many issues for methe good\r\n',zero
'arrived quickly and much less expensive than others being sold\r\n',one
'after the first charge kept going dead after 12 minutes\r\n',zero
'provides good protection and looks classytoo\r\n',one
'very cheap plasticcreaks like an old wooden floor\r\n',zero
'krussel always good\r\n',one
'i get absolutely horrible reception in my apartmentwhere with other phones i have not had this problem\r\n',zero
'the tracfonewebsite is user friendly and makes it easy toactivateetc\r\n',one
'after my phone got to be about a year oldit\'s been slowly breaking despite much care on my part\r\n',zero
'this is a beautiful phone\r\n',one
'do not buy for d807wrongly advertised for d807\r\n',zero
'the design is very good4\r\n',one
'i am sorry i made this purchase\r\n',zero
'i great reception all the time\r\n',one
'i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear\r\n',zero
'i would highly recommend this product\r\n',one
'treo and t-mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount\r\n',zero
'fantastic buy and will get again for whatever my next phone is\r\n',one
'it was horrible\r\n',zero
'this blueant supertooth hands-free phone speaker is awesome\r\n',one
'i don\'t think it would hold it too securly on your belt\r\n',zero
' item arrived quickly and works great with my metro pcs samsung sch-r450 slider phone and sony premium sound in ear plugs\r\n',one
'this allows the possibility of double booking for the same date and time after the first\r\n',zero
'it is lighthas plenty of battery capacityand is very confortable to wear for somewhat extended periods of time\r\n',one
'they work about 2 weeks then break\r\n',zero
'blue ant is easy to use\r\n',one
'i can\'t use this case because the smell is disgusting\r\n',zero
'cheap but hey it works was pleasantly suprised given the low cost of this item\r\n',one
'not what i wanted\r\n',zero
'it\'s very convenient and simple to use - gets job done & makes the car ride so much smoother\r\n',one
'the internet access was fineit the rare instance that it worked\r\n',zero
'love this product\r\n',one
'i purchased this and within 2 days it was no longer working\r\n',zero
'the sound quality is excellent as well\r\n',one
'$50 down the drain\r\n',zero
'its the best headset i have used\r\n',one
'i tried talking real loud but shouting on the telephone gets old and i was still told it wasn\'t great\r\n',zero
'they have been around for years and carries the highest quality of anti-glare screen protector that i have found to date\r\n',one
'if there is a windit is completely useless\r\n',zero
'just what i wanted\r\n',one
'does not work\r\n',zero
'great product\r\n',one
'at first i thought i was grtting a good deal at $744until i plugged it into my phone v3c razr\r\n',zero
'crisp and clear\r\n',one
'improper description i had to return it\r\n',zero
'the reception has been generally good\r\n',one
'battery has no life\r\n',zero
'excellent soundbattery life and inconspicuous to boot\r\n',one
'i checked everywhere and there is no feature for it which is really disappointing\r\n',zero
'great bluetooth\r\n',one
'doesn\'t do the job\r\n',zero
'i highly recommend this case\r\n',one
'awkward to use and unreliable\r\n',zero
'if you are razr owneryou must have this\r\n',one
'if you have several dozen or several hundred contactsthen imagine the fun of sending each of them one by one\r\n',zero
'this is a great little item\r\n',one
'not a good bargain\r\n',zero
'worthwhile\r\n',one
'not as good as i had hoped\r\n',zero
'this is a great deal\r\n',one
'doesn\'t work\r\n',zero
'it is simple to use and i like it\r\n',one
'unfortunately it did not work\r\n',zero
'it\'s a great tool for entertainmentcommunicationand data managementohbe sure to use activesync 42 for optimal data synchronization results\r\n',one
'all three broke within two months of use\r\n',zero
'i own 2 of these cases and would order another\r\n',one
'dont buy it\r\n',zero
'great phone\r\n',one
'my father has the v265and the battery is dying\r\n',zero
'i bought this battery with a coupon from amazon and i\'m very happy with my purchase\r\n',one
'howeverthe ear pads come off easily and after only one week i lost one\r\n',zero
'perfect for the ps3\r\n',one
'the calls dropthe phone comes on and off at willthe screen goes black and the worst of all it stops ringing intermittently\r\n',zero
'five star plusplus\r\n',one
'horriblehorrible protector\r\n',zero
'a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn\'t hear me\r\n',one
'i don\'t like this nokia either\r\n',zero
'i love this phone it is very handy and has a lot of features \r\n',one
'the battery runs down quickly\r\n',zero
'good works fine\r\n',one
'reaching for the bottom row is uncomfortableand the send and end keys are not where i expect them to be3\r\n',zero
'for the price this was a great deal\r\n',one
'i have bought this nokia cell phone a few weeks ago and it was a nightmare\r\n',zero
'great pricetoo\r\n',one
'it would take too long to describe how bad my customer service experience has been with amazon\r\n',zero
'yes it\'s shiny on front side - and i love it\r\n',one
'the only very disappointing thing was there was no speakerphone\r\n',zero
'the reception through this headset is excellent\r\n',one
'terrible my car will not accept this cassette\r\n',zero
'2 thumbs up to this seller\r\n',one
'product is uselesssince it does not have enough charging current to charge the 2 cellphones i was planning to use it with\r\n',zero
'i have a verizon lg phone and they work well togethergood reception and range that exceeds 20 feet line of sight\r\n',one
'it\'s not what it says it is\r\n',zero
'#1 it works - #2 it is comfortable\r\n',one
'stay away from the q\r\n',zero
'battery charge-life is quite long\r\n',one
'used and dirty\r\n',zero
'the jabra eargels fit my ears very well\r\n',one
'very unreliable service from t-mobile \r\n',zero
'i wear it everyday and it holds up very well\r\n',one
'this item worked greatbut it broke after 6 months of use\r\n',zero
'product is exactly as described\r\n',one
'not good enough for the price\r\n',zero
'gets a signal when other verizon phones won\'t\r\n',one
'i bought two of them and neither will charge\r\n',zero
'i would recommend it\r\n',one
'these products cover up the important light sensor above the ear outlet\r\n',zero
'plan on ordering from them again and again\r\n',one
'just does not work\r\n',zero
'that being saidfor a phonethe camera is very nice; many cool effects to play withand video is decent as well\r\n',one
'poor reliability\r\n',zero
'i have been very satisfied with this cell phone from day one\r\n',one
'if i take a picturethe battery drops a barand starts beepingletting me know its dieing\r\n',zero
'they keep getting better and better this is my third one and i\'ve had numerous palms too\r\n',one
'terrible productand waste of money\r\n',zero
'the shipping time was also very quick\r\n',one
'last time buying from you\r\n',zero
'good case\r\n',one
'it was a waste of my money\r\n',zero
'really good product\r\n',one
'the item received was counterfeit\r\n',zero
'well packagedarrived on timeand works as intended\r\n',one
'the construction of the headsets is poor\r\n',zero
'it looks very nice\r\n',one
'this is by far the worst purchase i\'ve made on amazon\r\n',zero
'this is an excellent toolespecially when paired with your phone\'s auto-answer\r\n',one
'does not work for listening to music with the cingular 8125\r\n',zero
'i have read other\'s reviews here but i haven\'t had any problem with it\r\n',one
'the bottowm lineanother worthlesscheap gimmick from sprint\r\n',zero
'comfortable in my hand\r\n',one
'having trouble with volume\r\n',zero
'it works\r\n',one
'warning - do not buy\r\n',zero
'so far it has worked like a charm\r\n',one
'when it opensthe battery connection is broken and the device is turned off\r\n',zero
'i have only had it for a few weeksbut so farso good\r\n',one
'i didn\'t want the clip going over the top of my earcausing discomfort\r\n',zero
'butin any casethe best part isyou can download these pictures to your laptop using iror even send pictures from your laptop to the phone\r\n',one
'don\'t trust their website and don\'t expect any helpful support\r\n',zero
'would recommend this item\r\n',one
'the speaker is of low quality so as making the ring tones sound very cheap\r\n',zero
'it\'s been my choice headset for yearsgreat sound; good volume; good noise cancellation\r\n',one
'bad reception\r\n',zero
'the headsets are easy to use and everyone loves them\r\n',one
'for a product that costs as much as this one doesi expect it to work far better and with greater ease than this thing does\r\n',zero
'nice casefeels good in your hands\r\n',one
'this product is very high quality chinese crap\r\n',zero
'just really good so farprobably the best bt headset i have ever had\r\n',one
'don\'t buy this product - it fails\r\n',zero
'works fine\r\n',one
'everything about this product is wrongfirst\r\n',zero
'i received my headset in good time and was happy with it\r\n',one
'this was utterly confusing at firstwhich caused me to lose a couple of veryvery important contacts\r\n',zero
'i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip\r\n',one
'terrible phone holder\r\n',zero
'my sister has one also and she loves it\r\n',one
'problem is that the ear loops are made of weak material and break easily\r\n',zero
'good quality\r\n',one
'not nearly as good looking as the amazon picture makes it look\r\n',zero
'excellent dual-purpose headset\r\n',one
'how stupid is that?\r\n',zero
'excellent\r\n',one
'it always cuts out and makes a beep beep beep sound then says signal failed\r\n',zero
'it seems completely secureboth holding on to my beltand keeping the iphone inside\r\n',one
'couldn\'t figure it out\r\n',zero
'this phone works great\r\n',one
'the ear buds only play music in one ear\r\n',zero
'the only good thing was that it fits comfortably on small ears\r\n',one
'my phone sounded ok  not great - okbut my wife\'s phone was almost totally unintelligibleshe couldn\'t understand a word being said on it\r\n',zero
'i am pairing this with my iphoneand i could not be happier with it so far\r\n',one
'so i had to take the battery out of the phone put it all back together and then restart it\r\n',zero
'best headset ever\r\n',one
'while i managed to bend the leaf spring back in placethe metal now has enough stress that it will break on the next drop\r\n',zero
'it was that loudglad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use\r\n',one
'saggyfloppy piece of junk\r\n',zero
'fits comfortablycame with three sizes of earbud tips\r\n',one
'it also had a new problem\r\n',zero
'excellent product for the price\r\n',one
'it looses connection to the phone even when it is within a couple feet between the two\r\n',zero
'it was quite comfortable in the ear\r\n',one
'makes it easier to keep up with my bluetooth when i\'m not wearing it\r\n',zero
'great phone\r\n',one
'as i said abovepretty useless\r\n',zero
'the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature\r\n',one
'never got it\r\n',zero
'the cutouts and buttons are placed perfectly\r\n',one
'this pair of headphones is the worst that i have ever had sound-wise\r\n',zero
'product was excellent and works better than the verizon one and boy was it cheaper\r\n',one
'dont waste your money\r\n',zero
'i love being able to use one headset for both by land-line and cell\r\n',one
'[] down the drain because of a weak snap\r\n',zero
'but despite these few flawsthis case is of exceptional quality and well worth the additional costs of owning an official oem product\r\n',one
'does not charge the cingular att 8525 phone\r\n',zero
'i can hear while i\'m driving in the carand usually don\'t even have to put it on it\'s loudest setting\r\n',one
'howeverafter about a yearthe fliptop started to get loose and wobbly and eventually my screen went black and i couldn\'t receive and place calls\r\n',zero
'seller shipped quickly and much cheaper than the competitors\r\n',one
'i kept catching the cable on the seat and i had to pull the phone out to turn it on an off\r\n',zero
'good showsamsung\r\n',one
'the mic there is a jokeand the volume is quite low\r\n',zero
'so i bought about 10 of these and saved alot of money\r\n',one
'i\'m returning them\r\n',zero
'leopard print is wonderfully wild\r\n',one
'i does not maintain a connection with the computer while it is on my lap\r\n',zero
'works for me\r\n',one
'i had to purchase a different case\r\n',zero
'much better than the hard plastic cases\r\n',one
'very much disappointed with this company\r\n',zero
'happy so far\r\n',one
'it didn\'t charge for me\r\n',zero
'the phone loads super\r\n',one
'if you plan to use this in a car forget about it\r\n',zero
'cool phone\r\n',one
'buttons are too small\r\n',zero
'works good\r\n',one
'howeverthe keypads are so tinny that i sometimes reach the wrong buttons\r\n',zero
'motorola finally got the voice quality of a bluetooth headset right\r\n',one
'i cannot make calls at certain places\r\n',zero
'but it is greati would really recommend it\r\n',one
'howevermy girl was complain that some time the phone doesn\'t wake up like normal phone does\r\n',zero
'you get extra minutes so that you can carry out the call and not get cut off\"\r\n',one
'this company charge me a restocking fee and still not given me my refund back\r\n',zero
'the headset fulfills my requirements so i am happy with my purchase\r\n',one
'i\'m trying to return it for a refund\r\n',zero
'logitech bluetooth headset is a 10\r\n',one
'i plugged it in only to find out not a darn thing worked\r\n',zero
'i like the fact that it rests lightly against your earrather than inside\r\n',one
'earbud piece breaks easily\r\n',zero
'a lot of websites have been rating this a very good phone and so do i\r\n',one
'lousy product\r\n',zero
'i have tried these cables with my computer and my ipod and it works just fine\r\n',one
'this phone tries very hard to do everything but fails at it\'s very ability to be a phone\r\n',zero
'made very sturdy\r\n',one
'i found this product to be waaay too big\r\n',zero
'it is easy to turn on and off when you are in the car and the volume controls are quite accessable\r\n',one
'not enough volume\r\n',zero
'i have had mine for about a year and this christmas i bought some for the rest of the family\r\n',one
'echo problemvery unsatisfactory\r\n',zero
'otherwiseeasy to install and useclear sound\r\n',one
'you could only take 2 videos at a time and the quality was very poor\r\n',zero
'nice leather\r\n',one
'don\'t waste your money\r\n',zero
'it is a joy to use\r\n',one
'i am going to have to be the first to negatively review this product\r\n',zero
'very satisifed with that\r\n',one
'adapter does not provide enough charging current\r\n',zero
'this is the phone to get for 2005 i just bought my s710a and all i can say is wow\r\n',one
'there was so much hype over this phone that i assumed it was the bestmy mistake\r\n',zero
'just reading on the specs alone makes you say wow\r\n',one
'you also cannot take pictures with it in the case because the lense is covered\r\n',zero
'love it great armband\r\n',one
'phone falls out easily\r\n',zero
'i really like this product over the motorola because it is allot clearer on the ear piece and the mic\r\n',one
'it didn\'t workpeople can not hear me when i talk\r\n',zero
'worked great\r\n',one
'i\'m very disappointed with my decision\r\n',zero
'i exchanged the sony ericson z500a for this and i\'m pretty happy with that decision\r\n',one
'the text messaging feature is really tricky to use\r\n',zero
'i was very impressed with the price of the cases\r\n',one
'i\'m really disappointed all i have now is a charger that doesn\'t work\r\n',zero
'also makes it easier to hold on to\r\n',one
'painful on the ear\r\n',zero
'i use this product in a motor control center where there is a lot of high voltage humming from the equipmentand it works great\r\n',one
'lasted one day and then blew up\r\n',zero
'it\'s pretty easy\r\n',one
'disappointed\r\n',zero
'beautiful styling though\r\n',one
'kind of flops around\r\n',zero
'excellent product\r\n',one
'the screen does get smudged easily because it touches your ear and face\r\n',zero
'it is the best charger i have seen on the market yet\r\n',one
'what a piece of junk i lose more calls on this phone\r\n',zero
'sweetest phone\r\n',one
'item does not match picture\r\n',zero
'-ohthe charger seems to work fine\r\n',one
'the only thing that disappoint me is the infra red port irda\r\n',zero
'and the sound quality is great\r\n',one
'needless to sayi wasted my money\r\n',zero
'will order from them again\r\n',one
'buyer bewareyou could flush money right down the toilet\r\n',zero
'it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal\r\n',one
'you can not answer calls with the unitnever worked once\r\n',zero
'wow loved this place\r\n',one
'crust is not good\r\n',zero
'stopped by during the late may bank holiday off rick steve recommendation and loved it\r\n',one
'not tasty and the texture was just nasty\r\n',zero
'the selection on the menu was great and so were the prices\r\n',one
'now i am getting angry and i want my damn pho\r\n',zero
'the fries were great too\r\n',one
'honeslty it didn\'t taste that fresh\r\n',zero
'a great touch\r\n',one
'the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer\r\n',zero
'service was very prompt\r\n',one
'would not go back\r\n',zero
'i tried the cape cod ravolichicken,with cranberrymmmm\r\n',one
'the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced\r\n',zero
'highly recommended\r\n',one
'i was disgusted because i was pretty sure that was human hair\r\n',zero
'the foodamazing\r\n',one
'i was shocked because no signs indicate cash only\r\n',zero
